Estimated_Claim_Amount,Fraud_Flag,Litigation_Flag,Age_of_Driver,Vehicle_Age,Annual_Mileage,Driving_Experience_Years,Accident_Settlement_days,days_to_fnol,driver_risk_score,vehicle_risk,Claim_Type,Claim_Complexity,Region,Vehicle_Type,Status,Severity_Band,Gender,Occupation,ThirdParty_Role,TP_Injury_Severity
2552,0,0,27,7,15145,5,52,0,0,0,Other,Low,Cardiff,Sedan,settled,Minor,Female,Self-Employed,Unknown,No Injury
5525,0,1,71,4,13669,52,-297,3,0,0,Collision,Low,Glasgow,Sedan,open,Moderate,Female,Retired,Passenger,Serious
3315,0,1,30,14,11061,9,50,4,0,1,Weather,Low,Newcastle,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
9390,0,0,74,3,7475,55,55,0,0,0,Other,Low,Cardiff,Hatchback,settled,Moderate,Male,Retired,Unknown,No Injury
2687,0,0,36,7,11632,14,48,0,0,0,Collision,Low,Liverpool,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
8619,0,0,39,14,11094,20,120,3,0,1,Collision,Medium,Bristol,Sedan,settled,Major,Male,Unemployed,Unknown,No Injury
1466,0,1,33,2,9120,11,32,1,0,0,Collision,Low,London,Van,settled,Minor,Female,Self-Employed,Unknown,No Injury
5850,0,0,36,6,21238,18,48,0,0,0,Collision,Low,Manchester,Hatchback,settled,Moderate,Female,Unemployed,Passenger,Minor
1750,0,0,44,2,8303,25,75,0,0,0,Collision,Low,Birmingham,Hatchback,settled,Minor,Male,Employed,Pedestrian,Minor
1473,0,0,19,16,16391,0,58,6,2,1,Collision,Low,Bristol,SUV,settled,Minor,Female,Employed,Unknown,No Injury
2491,0,0,35,20,5213,17,39,0,0,1,Collision,Low,Leeds,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
2146,0,0,71,14,7069,51,91,3,0,1,Collision,Low,Liverpool,SUV,settled,Minor,Male,Retired,Unknown,No Injury
2172,0,0,27,15,6649,5,40,1,0,1,Collision,Low,Bristol,Motorcycle,settled,Minor,Female,Self-Employed,Unknown,No Injury
2276,0,0,78,3,9564,56,73,1,0,0,Collision,Low,London,Sedan,settled,Minor,Male,Self-Employed,Unknown,No Injury
16570,0,0,36,0,14258,18,58,0,0,0,Collision,Low,Liverpool,Coupe,settled,Major,Male,Self-Employed,Pedestrian,Minor
1252,0,0,42,3,8780,21,74,2,0,0,Vandalism,Low,Liverpool,Hatchback,settled,Minor,Male,Self-Employed,Pedestrian,Minor
74302,0,1,75,12,6815,55,195,1,0,1,Other,High,Manchester,Hatchback,settled,Severe,Female,Retired,Unknown,No Injury
6016,0,1,35,11,8613,16,70,0,0,1,Theft,Low,Liverpool,Hatchback,settled,Minor,Male,Employed,Driver,Minor
81900,0,0,73,1,15289,52,83,1,0,0,Fire,Low,Cardiff,Sedan,settled,Major,Male,Retired,Driver,Minor
6599,0,0,72,3,14334,50,68,1,0,0,Collision,Low,Newcastle,Hatchback,settled,Moderate,Female,Retired,Pedestrian,Minor
5424,0,0,73,11,12686,55,66,6,0,1,Theft,Low,Newcastle,Van,settled,Minor,Female,Retired,Unknown,No Injury
4215,0,1,36,9,9812,15,-1046,6,0,0,Collision,Low,Manchester,Coupe,open,Moderate,Female,Self-Employed,Unknown,No Injury
6066,0,0,28,15,13769,7,117,1,0,1,Collision,Medium,Birmingham,Motorcycle,settled,Moderate,Female,Unemployed,Unknown,No Injury
1759,0,0,74,6,19497,53,36,4,0,0,Collision,Low,Liverpool,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
17196,0,0,38,1,14573,17,57,2,0,0,Fire,Low,Newcastle,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
2214,0,0,62,14,7361,43,40,0,0,1,Collision,Low,Edinburgh,SUV,settled,Minor,Female,Employed,Unknown,No Injury
2358,0,0,70,12,14350,51,37,6,0,1,Collision,Low,London,Van,settled,Minor,Male,Retired,Unknown,No Injury
2748,0,0,68,6,18702,48,52,0,0,0,Collision,Low,Birmingham,Hatchback,settled,Moderate,Female,Retired,Unknown,No Injury
9126,0,0,75,7,13432,54,88,0,0,0,Fire,Low,Cardiff,SUV,settled,Minor,Male,Retired,Unknown,No Injury
3234,0,0,51,15,16219,31,75,1,0,1,Collision,Low,London,Hatchback,settled,Minor,Female,Self-Employed,Unknown,No Injury
1217,0,0,53,2,12360,31,45,1,0,0,Collision,Low,Bristol,Coupe,settled,Minor,Female,Retired,Unknown,No Injury
5126,0,0,74,3,7475,55,39,0,0,0,Collision,Low,Cardiff,Hatchback,settled,Moderate,Male,Retired,Unknown,No Injury
3929,0,0,55,11,4441,33,368,0,0,1,Theft,High,Liverpool,Hatchback,settled,Minor,Female,Self-Employed,Unknown,No Injury
12205,0,0,66,6,13454,47,67,0,0,0,Collision,Medium,Birmingham,SUV,settled,Major,Female,Retired,Pedestrian,Minor
254609,0,1,59,10,9813,40,170,2,0,0,Fire,High,Glasgow,Van,settled,Severe,Male,Self-Employed,Pedestrian,Minor
2155,0,0,20,18,13810,0,70,1,2,1,Collision,Low,Leeds,Hatchback,settled,Minor,Female,Student,Unknown,No Injury
4597,0,1,79,8,17186,58,44,5,0,0,Collision,Low,Newcastle,Hatchback,settled,Moderate,Female,Retired,Unknown,No Injury
2666,0,0,59,20,6388,39,77,2,0,1,Other,Low,Bristol,SUV,settled,Minor,Female,Unemployed,Unknown,No Injury
9040,0,0,79,1,12049,57,57,0,0,0,Weather,Low,Bristol,SUV,settled,Major,Male,Retired,Pedestrian,Minor
114305,0,0,34,15,9726,15,194,2,0,1,Fire,Medium,Cardiff,Sedan,settled,Major,Female,Employed,Unknown,No Injury
2080,1,0,49,6,13928,28,73,2,0,0,Collision,Low,London,Hatchback,settled,Minor,Female,Self-Employed,Unknown,No Injury
1369,0,0,78,9,1183,56,74,0,0,0,Collision,Low,Newcastle,Coupe,settled,Minor,Male,Retired,Pedestrian,Minor
4093,0,0,44,19,19185,22,174,1,0,1,Other,Medium,Birmingham,Coupe,settled,Moderate,Male,Employed,Unknown,No Injury
27687,0,0,46,14,14781,25,481,2,0,1,Theft,High,Bristol,Hatchback,settled,Major,Male,Employed,Unknown,No Injury
1193,0,0,30,7,12127,9,35,2,0,0,Vandalism,Low,Bristol,Motorcycle,settled,Minor,Male,Employed,Unknown,No Injury
3933,0,1,46,15,2497,25,51,5,0,1,Collision,Low,London,Motorcycle,settled,Moderate,Female,Employed,Unknown,No Injury
29396,0,0,79,14,2807,60,82,0,0,1,Fire,Low,Manchester,Van,settled,Moderate,Male,Retired,Unknown,No Injury
6766,0,0,67,0,10314,49,46,0,0,0,Weather,Low,Newcastle,Van,settled,Moderate,Female,Retired,Unknown,No Injury
7937,0,0,73,16,12077,54,130,3,0,1,Weather,Medium,London,SUV,settled,Moderate,Male,Retired,Unknown,No Injury
7507,0,0,23,13,12402,2,87,1,2,1,Vandalism,Medium,Cardiff,Coupe,settled,Major,Male,Employed,Driver,Minor
5425,0,0,66,6,17645,46,93,6,0,0,Collision,Low,Manchester,Coupe,settled,Moderate,Male,Retired,Unknown,No Injury
30891,0,0,32,20,14033,12,112,6,0,1,Weather,Low,Liverpool,Hatchback,settled,Major,Male,Self-Employed,Unknown,No Injury
1973,0,0,29,4,14385,8,68,2,0,0,Collision,Low,London,Coupe,settled,Moderate,Female,Employed,Passenger,Minor
2024,0,0,62,2,7959,42,86,0,0,0,Collision,Low,Newcastle,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
2909,0,0,52,12,17110,30,79,2,0,1,Collision,Low,Glasgow,Sedan,settled,Minor,Male,Unemployed,Unknown,No Injury
12376,0,0,27,20,15456,7,97,5,0,1,Collision,Medium,Bristol,Sedan,settled,Major,Male,Employed,Unknown,No Injury
13637,0,0,65,14,10096,43,106,4,0,1,Other,Medium,London,SUV,settled,Major,Female,Retired,Unknown,No Injury
9659,0,0,45,6,12105,24,98,3,0,0,Collision,Medium,London,Sedan,settled,Major,Female,Employed,Pedestrian,Minor
21856,0,0,38,6,6864,19,167,4,0,0,Vandalism,Medium,Glasgow,Sedan,settled,Severe,Female,Employed,Unknown,No Injury
22080,0,0,42,11,11218,22,134,3,0,1,Weather,Medium,Manchester,SUV,settled,Major,Female,Self-Employed,Passenger,Minor
4887,0,1,19,12,9454,0,55,0,2,1,Collision,Low,Edinburgh,SUV,settled,Moderate,Female,Student,Unknown,No Injury
1565,0,0,38,11,11822,19,91,6,0,1,Collision,Low,Leeds,SUV,settled,Minor,Male,Employed,Unknown,No Injury
1704,0,0,64,18,14475,45,34,1,0,1,Vandalism,Low,Bristol,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
5223,0,1,56,1,9307,37,76,0,0,0,Collision,Low,Manchester,SUV,settled,Moderate,Female,Unemployed,Unknown,No Injury
1451,0,0,61,8,9714,42,39,5,0,0,Collision,Low,Glasgow,Hatchback,settled,Minor,Female,Self-Employed,Unknown,No Injury
1309,0,1,63,6,12052,45,85,4,0,0,Collision,Low,Birmingham,Sedan,settled,Minor,Male,Employed,Passenger,Minor
4311,0,0,35,12,12357,16,64,1,0,1,Collision,Low,London,Coupe,settled,Moderate,Female,Employed,Unknown,No Injury
12020,0,0,49,0,15905,30,58,0,0,0,Weather,Low,Edinburgh,Sedan,settled,Moderate,Male,Employed,Passenger,Minor
2349,0,0,78,20,4591,57,55,0,0,1,Other,Low,Cardiff,Sedan,settled,Minor,Male,Retired,Unknown,No Injury
2555,1,0,70,0,6677,52,44,0,0,0,Collision,Low,Glasgow,SUV,settled,Minor,Female,Retired,Unknown,No Injury
2091,0,0,55,5,11931,36,79,1,0,0,Collision,Low,Cardiff,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
2990,0,1,68,2,18539,46,576,2,0,0,Collision,Low,Bristol,Van,open,Minor,Male,Retired,Unknown,No Injury
3505,0,0,49,12,19231,28,45,5,0,1,Collision,Low,Birmingham,SUV,settled,Moderate,Male,Employed,Passenger,Minor
3094,0,0,69,7,14392,51,78,0,0,0,Collision,Low,Birmingham,Van,settled,Minor,Female,Unemployed,Unknown,No Injury
1592,0,0,23,1,7618,5,78,0,1,0,Collision,Low,London,SUV,settled,Minor,Female,Employed,Passenger,Minor
9446,0,0,27,9,15066,8,95,3,0,0,Collision,Low,London,Coupe,settled,Major,Female,Employed,Unknown,No Injury
17777,0,0,47,13,15570,29,150,1,0,1,Collision,Medium,Glasgow,Hatchback,settled,Severe,Female,Employed,Unknown,No Injury
4612,0,0,61,7,15789,43,88,0,0,0,Collision,Low,Birmingham,Sedan,settled,Moderate,Male,Retired,Unknown,No Injury
4524,0,0,79,20,11575,60,76,0,0,1,Collision,Low,Birmingham,SUV,settled,Moderate,Female,Retired,Unknown,No Injury
4469,0,0,28,7,15977,6,87,0,0,0,Theft,Low,Edinburgh,Motorcycle,settled,Minor,Female,Unemployed,Unknown,No Injury
1818,0,0,36,6,16694,17,43,0,0,0,Collision,Low,London,Coupe,settled,Minor,Female,Self-Employed,Pedestrian,Minor
3402,0,0,64,4,13677,46,37,1,0,0,Weather,Low,Leeds,Hatchback,settled,Minor,Male,Self-Employed,Unknown,No Injury
28191,0,0,27,0,14423,8,108,0,0,0,Collision,Medium,Birmingham,Sedan,settled,Severe,Male,Self-Employed,Unknown,No Injury
2961,0,0,20,17,8238,0,47,3,2,1,Weather,Low,Edinburgh,SUV,settled,Minor,Female,Student,Pedestrian,Minor
2479,0,0,70,19,6647,49,80,1,0,1,Weather,Low,Newcastle,Coupe,settled,Minor,Female,Retired,Unknown,No Injury
2762,0,1,32,4,21743,12,81,0,0,0,Collision,Low,Leeds,SUV,settled,Minor,Female,Employed,Unknown,No Injury
3053,0,0,31,19,11571,13,69,0,0,1,Collision,Low,Glasgow,SUV,settled,Moderate,Female,Self-Employed,Unknown,No Injury
1990,0,0,34,13,13512,16,57,7,0,1,Collision,Low,Bristol,Hatchback,settled,Minor,Male,Unemployed,Unknown,No Injury
6992,0,0,30,2,6718,9,275,0,0,0,Weather,High,Birmingham,Motorcycle,settled,Moderate,Female,Employed,Unknown,No Injury
1634,0,0,39,14,13101,17,49,0,0,1,Collision,Low,Liverpool,Sedan,settled,Minor,Female,Student,Unknown,No Injury
9205,0,0,55,10,13233,34,76,0,0,0,Collision,Low,Manchester,Motorcycle,settled,Major,Male,Retired,Unknown,No Injury
13305,0,1,32,20,13332,13,59,0,0,1,Other,Low,Newcastle,Sedan,settled,Major,Male,Unemployed,Unknown,No Injury
2035,0,0,65,3,15426,46,62,0,0,0,Collision,Low,Newcastle,Sedan,settled,Minor,Male,Retired,Unknown,No Injury
9130,0,0,24,0,17201,4,63,6,2,0,Other,Low,Manchester,Sedan,settled,Moderate,Male,Unemployed,Unknown,No Injury
4509,1,0,52,1,8667,32,84,0,0,0,Collision,Low,Glasgow,Coupe,settled,Moderate,Male,Self-Employed,Unknown,No Injury
266856,1,0,62,11,12463,42,373,0,0,1,Fire,High,Bristol,SUV,settled,Severe,Female,Retired,Unknown,No Injury
13590,0,0,73,20,10421,52,86,7,0,1,Theft,Low,Newcastle,Van,settled,Moderate,Male,Retired,Driver,Serious
2100,0,0,54,2,8734,35,114,7,0,0,Collision,Medium,Cardiff,Van,settled,Minor,Female,Unemployed,Driver,Minor
9919,0,0,23,1,17160,5,156,2,1,0,Collision,Medium,Newcastle,Hatchback,settled,Major,Male,Employed,Unknown,No Injury
2451,0,0,64,5,17917,45,-976,2,0,0,Other,Low,Newcastle,Sedan,open,Minor,Female,Self-Employed,Unknown,No Injury
17681,1,0,34,7,7743,14,86,1,0,0,Collision,Medium,Manchester,SUV,settled,Major,Female,Self-Employed,Passenger,Serious
2307,0,0,36,17,5070,18,86,2,0,1,Collision,Low,Birmingham,Sedan,settled,Minor,Male,Student,Unknown,No Injury
15538,0,0,29,19,6130,10,42,0,0,1,Theft,Low,Birmingham,Sedan,settled,Major,Female,Employed,Pedestrian,Minor
2448,0,0,77,14,12739,57,56,1,0,1,Collision,Low,Cardiff,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
29568,0,0,74,10,7499,54,487,5,0,0,Collision,High,Bristol,Sedan,settled,Severe,Female,Retired,Unknown,No Injury
3773,0,0,20,18,7783,1,47,3,2,1,Collision,Low,London,SUV,settled,Minor,Female,Student,Unknown,No Injury
1545,0,0,70,4,15013,49,57,4,0,0,Vandalism,Low,Bristol,Van,settled,Minor,Male,Retired,Driver,Minor
2654,0,0,61,19,9390,39,73,0,0,1,Vandalism,Medium,Cardiff,Sedan,settled,Moderate,Female,Retired,Driver,Minor
6462,0,0,79,1,9106,60,58,0,0,0,Collision,Low,Liverpool,Hatchback,settled,Moderate,Female,Retired,Unknown,No Injury
8070,0,0,28,17,9658,9,41,0,0,1,Other,Low,Newcastle,Sedan,settled,Moderate,Male,Self-Employed,Unknown,No Injury
21573,0,1,29,18,15622,9,77,0,0,1,Theft,Low,Liverpool,Hatchback,settled,Major,Male,Student,Unknown,No Injury
1722,0,0,60,10,10041,42,70,0,0,0,Collision,Low,Leeds,SUV,settled,Minor,Male,Self-Employed,Unknown,No Injury
7306,0,0,48,12,3793,29,41,0,0,1,Collision,Low,Manchester,Van,settled,Moderate,Male,Student,Unknown,No Injury
2530,0,0,60,16,15455,39,-1538,0,0,1,Collision,Medium,Leeds,Coupe,open,Minor,Female,Self-Employed,Pedestrian,Minor
26503,0,0,37,5,9386,19,419,0,0,0,Collision,High,Newcastle,Sedan,settled,Severe,Male,Employed,Passenger,Minor
31327,0,0,59,15,11468,41,172,5,0,1,Collision,Medium,Leeds,Motorcycle,settled,Severe,Male,Employed,Driver,Minor
3035,0,0,30,11,16009,10,88,0,0,1,Collision,Low,Birmingham,Coupe,settled,Minor,Female,Employed,Unknown,No Injury
11595,0,0,61,3,11781,41,69,5,0,0,Weather,Low,London,Sedan,settled,Major,Female,Retired,Unknown,No Injury
10890,0,0,41,20,18579,21,69,0,0,1,Fire,Low,Birmingham,Motorcycle,settled,Minor,Male,Employed,Unknown,No Injury
9287,0,0,38,17,9686,18,107,0,0,1,Collision,Low,Edinburgh,Van,settled,Major,Male,Employed,Unknown,No Injury
906,0,0,33,14,13432,12,31,0,0,1,Vandalism,Low,Newcastle,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
1920,0,0,62,6,5942,42,58,1,0,0,Collision,Low,Manchester,Sedan,settled,Minor,Female,Employed,Passenger,Minor
2211,0,0,35,20,5213,17,81,30,0,1,Collision,Low,Leeds,Sedan,settled,Minor,Male,Employed,Passenger,Minor
1721,0,0,25,15,18141,6,69,3,0,1,Collision,Low,Bristol,Hatchback,settled,Minor,Male,Employed,Unknown,No Injury
1783,0,0,28,18,11242,7,80,0,0,1,Collision,Low,Birmingham,Coupe,settled,Minor,Female,Self-Employed,Passenger,Minor
2349,0,0,62,5,13865,41,61,1,0,0,Collision,Low,Birmingham,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
13519,1,0,33,11,10341,15,472,1,0,1,Collision,High,London,SUV,settled,Major,Female,Self-Employed,Passenger,Minor
1517,0,0,79,4,10002,61,39,0,0,0,Weather,Low,Edinburgh,Hatchback,settled,Minor,Male,Retired,Unknown,No Injury
8075,0,0,74,13,3453,54,47,1,0,1,Collision,Low,Bristol,Sedan,settled,Major,Male,Retired,Driver,Minor
2857,0,0,73,1,10563,55,85,0,0,0,Weather,Low,Cardiff,Motorcycle,settled,Minor,Male,Unemployed,Unknown,No Injury
1530,0,1,51,1,12803,33,43,0,0,0,Vandalism,Low,Newcastle,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
9637,0,0,59,0,18451,38,94,0,0,0,Collision,Low,Liverpool,Hatchback,settled,Major,Female,Employed,Passenger,Minor
5775,0,0,31,13,8952,13,92,4,0,1,Theft,Low,Glasgow,SUV,settled,Minor,Male,Employed,Pedestrian,Minor
56848,0,0,18,15,16649,0,221,1,2,1,Collision,Medium,London,Motorcycle,settled,Severe,Male,Student,Unknown,No Injury
1675,0,0,52,19,14110,34,36,1,0,1,Collision,Low,Glasgow,Hatchback,settled,Minor,Female,Self-Employed,Unknown,No Injury
3275,0,0,46,16,18019,27,509,2,0,1,Collision,High,Liverpool,Coupe,settled,Moderate,Male,Self-Employed,Unknown,No Injury
2816,0,0,41,0,14594,22,77,0,0,0,Collision,Low,Glasgow,Sedan,settled,Minor,Female,Employed,Unknown,No Injury
1739,0,0,32,16,13868,11,78,2,0,1,Collision,Low,Bristol,Motorcycle,settled,Minor,Female,Employed,Unknown,No Injury
1880,0,0,47,15,12298,25,52,5,0,1,Collision,Low,Glasgow,Hatchback,settled,Minor,Female,Student,Passenger,Minor
8665,0,0,38,4,15575,17,102,3,0,0,Collision,Low,Leeds,Hatchback,settled,Major,Male,Employed,Pedestrian,Minor
17036,0,0,43,9,18408,23,77,0,0,0,Collision,Low,Newcastle,Van,settled,Major,Female,Employed,Unknown,No Injury
2261,0,1,61,14,10314,39,81,0,0,1,Collision,Low,Birmingham,Sedan,settled,Minor,Male,Self-Employed,Pedestrian,Minor
2765,0,0,74,14,11141,53,76,5,0,1,Collision,Low,Bristol,Hatchback,settled,Moderate,Male,Retired,Unknown,No Injury
1909,0,0,48,19,11346,26,-1070,1,0,1,Collision,Low,Bristol,Hatchback,open,Minor,Female,Employed,Passenger,Minor
4560,0,0,30,11,17162,10,63,4,0,1,Theft,Low,Cardiff,SUV,settled,Minor,Male,Employed,Passenger,Serious
14493,0,0,72,14,9147,52,44,0,0,1,Theft,Low,Cardiff,Sedan,settled,Moderate,Male,Retired,Unknown,No Injury
10986,0,0,38,8,9100,17,147,0,0,0,Collision,Medium,Newcastle,Van,settled,Major,Male,Employed,Unknown,No Injury
2211,0,0,22,15,9073,0,74,0,2,1,Collision,Low,Leeds,Sedan,settled,Minor,Female,Student,Unknown,No Injury
37018,0,0,71,19,6616,52,68,2,0,1,Fire,Low,Bristol,Sedan,settled,Moderate,Female,Retired,Unknown,No Injury
13667,0,0,50,8,7878,28,192,1,0,0,Collision,Medium,Liverpool,Motorcycle,settled,Major,Female,Self-Employed,Unknown,No Injury
2712,0,0,42,16,12653,20,46,6,0,1,Collision,Low,Edinburgh,Sedan,settled,Minor,Female,Employed,Passenger,Minor
1406,0,0,39,10,8445,17,57,1,0,0,Collision,Low,Edinburgh,Van,settled,Minor,Male,Employed,Unknown,No Injury
3109,0,0,36,12,12935,15,68,30,0,1,Weather,Low,Newcastle,SUV,settled,Minor,Male,Employed,Pedestrian,Minor
2401,0,0,24,8,24622,4,52,0,2,0,Vandalism,Low,Leeds,Coupe,settled,Moderate,Male,Employed,Unknown,No Injury
2077,0,0,48,2,18042,28,92,4,0,0,Collision,Low,Bristol,Coupe,settled,Minor,Female,Employed,Unknown,No Injury
13598,0,0,35,5,17609,17,152,1,0,0,Collision,Medium,Glasgow,Motorcycle,settled,Major,Male,Student,Unknown,No Injury
2349,0,0,66,2,12109,47,177,0,0,0,Other,Medium,Bristol,Sedan,settled,Minor,Female,Retired,Pedestrian,Minor
2195,0,1,44,18,9377,26,83,1,0,1,Collision,Low,Manchester,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
4115,0,0,60,2,7272,40,35,0,0,0,Collision,Low,Liverpool,Sedan,settled,Moderate,Female,Unemployed,Unknown,No Injury
2428,0,0,42,4,5568,24,35,4,0,0,Weather,Low,Glasgow,Motorcycle,settled,Minor,Male,Employed,Unknown,No Injury
6992,0,0,64,8,4520,46,84,0,0,0,Theft,Low,Edinburgh,SUV,settled,Minor,Male,Unemployed,Unknown,No Injury
4684,0,0,59,10,15666,37,137,0,0,0,Theft,Medium,Leeds,Hatchback,settled,Minor,Female,Unemployed,Unknown,No Injury
14650,0,0,67,14,17086,45,123,1,0,1,Collision,Medium,Manchester,Sedan,settled,Major,Female,Retired,Unknown,No Injury
17192,0,0,70,17,11877,52,367,0,0,1,Weather,High,Leeds,SUV,settled,Major,Male,Retired,Unknown,No Injury
23119,0,0,34,19,21378,12,30,0,0,1,Fire,Low,London,Hatchback,settled,Minor,Male,Employed,Unknown,No Injury
1924,1,1,38,20,8238,19,43,3,0,1,Collision,Low,Manchester,Sedan,settled,Minor,Female,Employed,Driver,Minor
174600,0,0,34,20,12562,15,125,7,0,1,Weather,Medium,Bristol,Sedan,settled,Catastrophic,Female,Unemployed,Unknown,No Injury
5823,1,0,37,5,11792,18,120,2,0,0,Collision,Medium,Bristol,Sedan,settled,Moderate,Male,Employed,Unknown,No Injury
21155,0,0,69,14,11617,51,74,1,0,1,Vandalism,Low,London,SUV,settled,Severe,Female,Retired,Unknown,No Injury
3136,0,0,18,6,18208,0,44,0,2,0,Vandalism,Low,Leeds,SUV,settled,Moderate,Female,Student,Unknown,No Injury
36675,0,1,68,13,14238,47,103,1,0,1,Weather,Medium,Leeds,SUV,settled,Severe,Female,Retired,Unknown,No Injury
13523,0,0,44,8,16786,23,38,1,0,0,Fire,Low,London,Sedan,settled,Minor,Male,Employed,Unknown,No Injury
1354,0,1,30,11,8490,9,67,30,0,1,Collision,Low,Newcastle,Van,settled,Minor,Female,Employed,Driver,Minor
6535,0,0,59,15,11468,41,148,0,0,1,Collision,Medium,Leeds,Motorcycle,settled,Major,Male,Employed,Unknown,No Injury
2746,0,0,65,2,14527,46,69,0,0,0,Collision,Low,Leeds,Coupe,settled,Minor,Male,Retired,Unknown,No Injury
2686,0,1,55,3,1766,35,41,1,0,0,Vandalism,Low,Birmingham,Sedan,settled,Moderate,Male,Employed,Passenger,Minor
2637,0,0,79,13,15999,61,65,5,0,1,Weather,Medium,Birmingham,Hatchback,settled,Minor,Female,Retired,Unknown,No Injury
11115,0,0,18,14,15294,0,214,2,2,1,Other,High,Glasgow,Motorcycle,settled,Major,Female,Student,Unknown,No Injury
3459,0,0,32,0,13911,11,55,1,0,0,Collision,Low,Leeds,Hatchback,settled,Minor,Female,Employed,Unknown,No Injury
3742,0,0,25,18,12635,4,69,0,1,1,Collision,Low,Liverpool,Coupe,settled,Moderate,Male,Employed,Passenger,Minor
2042,0,0,70,14,13193,50,82,3,0,1,Collision,Low,Edinburgh,SUV,settled,Minor,Female,Retired,Unknown,No Injury
2055,0,0,48,16,11742,28,44,1,0,1,Weather,Low,Glasgow,Coupe,settled,Minor,Male,Unemployed,Unknown,No Injury
7193,0,0,24,14,9598,2,60,0,2,1,Vandalism,Low,Manchester,Sedan,settled,Major,Male,Employed,Pedestrian,Minor
13150,0,0,32,16,16607,13,173,0,0,1,Collision,Medium,Liverpool,Sedan,settled,Major,Male,Employed,Unknown,No Injury
2811,0,0,59,14,6860,39,77,1,0,1,Collision,Low,Glasgow,SUV,settled,Moderate,Female,Self-Employed,Unknown,No Injury
10301,0,0,37,14,16920,17,121,3,0,1,Collision,Medium,Liverpool,SUV,settled,Major,Male,Unemployed,Driver,Minor
3919,1,0,23,2,9122,4,120,0,2,0,Weather,Medium,Manchester,Sedan,settled,Minor,Female,Student,Unknown,No Injury
1809,0,0,20,5,8031,0,34,2,2,0,Collision,Low,London,Sedan,settled,Minor,Female,Student,Pedestrian,Minor
11697,0,0,57,14,11717,38,127,0,0,1,Collision,Medium,Birmingham,Van,settled,Major,Female,Self-Employed,Pedestrian,Minor
3592,0,0,24,11,12316,3,41,1,2,1,Collision,Low,Glasgow,Sedan,settled,Moderate,Male,Self-Employed,Unknown,No Injury
1711,0,0,22,0,7162,2,88,3,2,0,Collision,Low,Cardiff,SUV,settled,Minor,Male,Student,Unknown,No Injury
3699,1,0,20,6,15162,2,54,1,2,0,Collision,Low,Bristol,Hatchback,settled,Minor,Male,Student,Passenger,Minor
27207,0,0,72,10,6558,54,143,1,0,0,Collision,Medium,Cardiff,Van,settled,Severe,Female,Retired,Unknown,No Injury
1535,0,0,24,0,17201,4,80,0,2,0,Collision,Low,Manchester,Sedan,settled,Minor,Male,Unemployed,Unknown,No Injury
27131,0,0,64,16,4145,44,155,2,0,1,Collision,Medium,Leeds,Coupe,settled,Severe,Female,Self-Employed,Unknown,No Injury
2863,0,0,41,19,21391,20,-1398,2,0,1,Weather,Low,London,SUV,open,Minor,Female,Self-Employed,Passenger,Minor
1692,0,0,75,2,7222,57,37,3,0,0,Collision,Low,Cardiff,Motorcycle,settled,Minor,Male,Retired,Unknown,No Injury
2026,0,0,71,15,9730,52,286,5,0,1,Collision,High,London,Hatchback,settled,Minor,Male,Retired,Unknown,No Injury
2153,0,0,47,9,17396,25,133,3,0,0,Weather,Medium,Glasgow,Van,settled,Minor,Female,Unemployed,Unknown,No Injury
16338,0,0,64,13,17865,44,95,0,0,1,Collision,Medium,Edinburgh,Sedan,settled,Major,Female,Retired,Driver,Minor
1803,0,0,79,20,19649,61,85,2,0,1,Collision,Medium,Newcastle,Sedan,settled,Minor,Female,Retired,Unknown,No Injury
2857,0,0,58,11,4154,40,73,5,0,1,Vandalism,Low,Liverpool,Sedan,settled,Moderate,Female,Self-Employed,Driver,Serious
2854,0,0,30,4,12118,9,65,3,0,0,Vandalism,Medium,Liverpool,SUV,settled,Moderate,Male,Employed,Unknown,No Injury
